XLabel.Wavenumber
YLabel.%Transmittance
FileType.%Transmittance
DisplayDirection.20300
PeakDirection.20311
2868,186466.-10,971267
2870,050135.-11,048314
2871,913804.-11,182463
2873,777472.-11,324594
2875,641141.-11,357313
2877,504810.-11,480580
2879,368479.-11,801332
2881,232148.-11,916702
2883,095817.-11,905691
2884,959486.-11,968615
2886,823155.-12,079584
2888,686824.-12,096000
2890,550493.-12,154407
2892,414162.-12,303298
2894,277831.-12,480134
2896,141500.-12,678089
2898,005168.-12,872236
2899,868837.-13,061048
2901,732506.-13,184202
2903,596175.-13,301665
2905,459844.-13,391254
2907,323513.-13,487673
2909,187182.-13,695922
2911,050851.-13,917027
2912,914520.-14,056803
2914,778189.-14,157940
2916,641858.-14,338052
2918,505527.-14,370023
2920,369195.-14,394313
2922,232864.-14,439682
2924,096533.-14,515825
2925,960202.-14,698193
2927,823871.-14,997758
2929,687540.-15,291266
2931,551209.-15,490556
2933,414878.-15,483725
2935,278547.-15,473013
2937,142216.-15,557987
2939,005885.-15,541846
2940,869554.-15,500738
2942,733222.-15,551066
2944,596891.-15,489296
2946,460560.-15,401643
2948,324229.-15,341185
2950,187898.-15,413062
2952,051567.-15,417892
2953,915236.-15,423304
2955,778905.-15,509141
2957,642574.-15,456854
2959,506243.-15,391131
2961,369912.-15,310878
2963,233581.-15,119660
2965,097250.-15,001481
2966,960918.-14,882000
2968,824587.-14,606486
2970,688256.-14,440931
2972,551925.-14,511505
2974,415594.-14,360880
2976,279263.-14,119654
2978,142932.-14,140144
2980,006601.-14,076122
2981,870270.-13,981085
2983,733939.-13,881212
2985,597608.-13,665947
2987,461277.-13,584428
2989,324945.-13,530989
2991,188614.-13,394309
2993,052283.-13,292057
2994,915952.-13,383666
2996,779621.-13,425464
2998,643290.-13,276960
3000,506959.-13,076476
3002,370628.-13,113822
3004,234297.-13,242568
3006,097966.-13,310116
3007,961635.-13,382403
3009,825304.-13,504991
3011,688972.-13,615436
3013,552641.-13,667683
3015,416310.-13,667752
3017,279979.-13,721134
3019,143648.-13,714189
3021,007317.-13,717097
3022,870986.-13,856723
3024,734655.-13,994050
3026,598324.-14,000694
3028,461993.-13,884317
3030,325662.-13,899493
3032,189331.-14,062838
3034,052999.-14,220810
3035,916668.-14,379580
3037,780337.-14,454169
3039,644006.-14,614650
3041,507675.-14,822290
3043,371344.-14,814883
3045,235013.-14,861958
3047,098682.-15,035476
3048,962351.-15,250758
3050,826020.-15,507169
3052,689689.-15,515666
3054,553358.-15,385201
3056,417027.-15,560899
3058,280695.-15,994861
3060,144364.-16,156166
3062,008033.-16,216262
3063,871702.-16,317954
3065,735371.-16,424782
3067,599040.-16,491587
3069,462709.-16,568003
3071,326378.-16,709664
3073,190047.-17,032271
3075,053716.-17,348400
3076,917385.-17,583059
3078,781054.-17,752605
3080,644722.-17,879169
3082,508391.-18,004184
3084,372060.-18,152813
3086,235729.-18,294558
3088,099398.-18,471219
3089,963067.-18,563266
3091,826736.-18,754733
3093,690405.-19,040960
3095,554074.-19,223401
3097,417743.-19,358925
3099,281412.-19,557778
3101,145081.-19,712550
3103,008749.-19,917826
3104,872418.-20,283502
3106,736087.-20,623480
3108,599756.-20,756050
3110,463425.-20,806368
3112,327094.-20,833577
3114,190763.-21,063692
3116,054432.-21,379256
3117,918101.-21,665987
3119,781770.-21,921102
3121,645439.-22,165518
3123,509108.-22,374511
3125,372777.-22,619657
3127,236445.-22,856735
3129,100114.-22,915884
3130,963783.-22,912625
3132,827452.-23,136116
3134,691121.-23,511539
3136,554790.-23,836974
3138,418459.-23,949859
3140,282128.-24,185185
3142,145797.-24,593144
3144,009466.-24,800413
3145,873135.-24,707033
3147,736804.-24,942876
3149,600472.-25,343355
3151,464141.-25,592219
3153,327810.-25,700684
3155,191479.-25,923116
3157,055148.-26,236622
3158,918817.-26,300998
3160,782486.-26,391775
3162,646155.-26,658079
3164,509824.-26,810705
3166,373493.-26,925885
3168,237162.-27,044091
3170,100831.-27,362425
3171,964499.-27,821936
3173,828168.-28,103588
3175,691837.-28,071750
3177,555506.-28,273710
3179,419175.-28,562119
3181,282844.-28,772418
3183,146513.-29,055834
3185,010182.-29,453565
3186,873851.-29,712189
3188,737520.-29,752721
3190,601189.-29,916525
3192,464858.-30,149061
3194,328526.-30,207911
3196,192195.-30,559256
3198,055864.-30,717406
3199,919533.-30,744253
3201,783202.-31,032525
3203,646871.-31,281732
3205,510540.-31,324574
3207,374209.-31,473886
3209,237878.-31,601528
3211,101547.-31,718086
3212,965216.-31,920944
3214,828885.-32,128823
3216,692554.-32,227170
3218,556222.-32,427058
3220,419891.-32,548204
3222,283560.-32,642295
3224,147229.-32,719134
3226,010898.-32,980491
3227,874567.-33,091947
3229,738236.-33,066552
3231,601905.-32,960032
3233,465574.-33,128669
3235,329243.-33,338673
3237,192912.-33,347789
3239,056581.-33,412575
3240,920249.-33,611715
3242,783918.-33,828053
3244,647587.-34,000565
3246,511256.-33,824240
3248,374925.-33,791802
3250,238594.-34,021416
3252,102263.-34,167370
3253,965932.-34,214221
3255,829601.-34,215356
3257,693270.-34,079228
3259,556939.-34,221815
3261,420608.-34,283368
3263,284276.-34,299584
3265,147945.-34,473984
3267,011614.-34,621902
3268,875283.-34,587295
3270,738952.-34,467700
3272,602621.-34,395533
3274,466290.-34,437089
3276,329959.-34,536259
3278,193628.-34,969113
3280,057297.-35,049477
3281,920966.-34,883853
3283,784635.-34,806831
3285,648304.-34,801250
3287,511972.-34,559662
3289,375641.-34,643835
3291,239310.-34,985065
3293,102979.-35,165239
3294,966648.-35,172487
3296,830317.-35,079680
3298,693986.-34,818014
3300,557655.-34,894389
3302,421324.-35,001389
3304,284993.-35,195021
3306,148662.-35,343351
3308,012331.-35,559768
3309,875999.-35,356669
3311,739668.-35,085300
3313,603337.-35,151723
3315,467006.-35,325253
3317,330675.-35,364935
3319,194344.-35,560918
3321,058013.-35,689834
3322,921682.-35,675263
3324,785351.-35,494407
3326,649020.-35,627387
3328,512689.-35,693597
3330,376358.-35,732215
3332,240026.-35,708287
3334,103695.-35,790886
3335,967364.-35,742566
3337,831033.-35,859961
3339,694702.-35,963813
3341,558371.-35,984133
3343,422040.-36,060154
3345,285709.-36,176616
3347,149378.-36,042005
3349,013047.-36,262886
3350,876716.-36,420030
3352,740385.-36,489917
3354,604053.-36,356332
3356,467722.-36,201726
3358,331391.-35,992942
3360,195060.-36,226037
3362,058729.-36,485836
3363,922398.-36,619673
3365,786067.-36,385083
3367,649736.-36,484817
3369,513405.-36,572534
3371,377074.-36,552497
3373,240743.-36,336629
3375,104412.-36,219085
3376,968081.-36,369323
3378,831749.-36,580082
3380,695418.-36,467945
3382,559087.-36,196923
3384,422756.-36,233711
3386,286425.-36,603464
3388,150094.-36,364356
3390,013763.-36,269010
3391,877432.-36,414273
3393,741101.-36,505757
3395,604770.-36,221068
3397,468439.-36,105739
3399,332108.-36,186463
3401,195776.-36,410610
3403,059445.-36,341694
3404,923114.-36,181805
3406,786783.-35,870566
3408,650452.-35,705016
3410,514121.-35,734160
3412,377790.-35,671416
3414,241459.-35,483818
3416,105128.-35,389717
3417,968797.-35,255652
3419,832466.-35,210139
3421,696135.-35,170262
3423,559803.-35,163969
3425,423472.-34,994722
3427,287141.-35,063338
3429,150810.-34,842871
3431,014479.-34,635143
3432,878148.-34,489929
3434,741817.-34,427157
3436,605486.-34,257742
3438,469155.-34,271620
3440,332824.-33,988539
3442,196493.-33,674871
3444,060162.-33,515352
3445,923831.-33,380075
3447,787499.-33,078095
3449,651168.-33,037224
3451,514837.-32,775821
3453,378506.-32,595938
3455,242175.-32,557340
3457,105844.-32,583135
3458,969513.-32,436443
3460,833182.-32,304434
3462,696851.-31,827677
3464,560520.-31,456586
3466,424189.-31,304678
3468,287858.-31,248314
3470,151526.-31,209662
3472,015195.-31,154193
3473,878864.-30,749402
3475,742533.-30,675598
3477,606202.-30,522872
3479,469871.-30,363016
3481,333540.-30,226125
3483,197209.-30,039893
3485,060878.-29,753297
3486,924547.-29,730746
3488,788216.-29,671407
3490,651885.-29,437421
3492,515553.-29,103679
3494,379222.-28,596996
3496,242891.-28,201804
3498,106560.-28,531498
3499,970229.-28,606315
3501,833898.-28,086725
3503,697567.-27,633478
3505,561236.-27,679493
3507,424905.-27,546374
3509,288574.-27,324190
3511,152243.-26,891123
3513,015912.-26,711944
3514,879580.-26,574067
3516,743249.-26,270534
3518,606918.-25,972457
3520,470587.-26,043329
3522,334256.-25,875651
3524,197925.-25,622590
3526,061594.-25,160757
3527,925263.-24,939463
3529,788932.-24,964961
3531,652601.-24,654950
3533,516270.-24,179172
3535,379939.-24,067510
3537,243608.-23,639285
3539,107276.-23,358176
3540,970945.-23,315405
3542,834614.-23,182155
3544,698283.-22,700598
3546,561952.-22,433217
3548,425621.-22,242441
3550,289290.-22,068666
3552,152959.-21,864438
3554,016628.-21,694541
3555,880297.-21,414473
3557,743966.-21,192970
3559,607635.-20,786387
3561,471303.-20,292717
3563,334972.-19,581867
3565,198641.-19,421368
3567,062310.-19,438611
3568,925979.-19,229601
3570,789648.-18,796744
3572,653317.-18,656385
3574,516986.-18,406354
3576,380655.-18,295015
3578,244324.-18,061282
3580,107993.-17,447435
3581,971662.-16,901114
3583,835330.-16,952696
3585,698999.-16,712620
3587,562668.-16,288707
3589,426337.-15,931668
3591,290006.-15,661534
3593,153675.-15,391634
3595,017344.-15,181104
3596,881013.-14,763636
3598,744682.-14,532209
3600,608351.-14,374116
3602,472020.-14,073282
3604,335689.-13,733979
3606,199358.-13,492769
3608,063026.-13,154998
3609,926695.-12,822466
3611,790364.-12,557411
3613,654033.-12,165025
3615,517702.-11,603548
3617,381371.-11,322502
3619,245040.-11,173871
3621,108709.-10,758728
3622,972378.-10,479084
3624,836047.-10,490987
3626,699716.-10,109982
3628,563385.-9,748655
3630,427053.-9,343473
3632,290722.-8,927131
3634,154391.-8,687858
3636,018060.-8,650380
3637,881729.-8,377366
3639,745398.-7,947336
3641,609067.-7,417212
3643,472736.-6,684784
3645,336405.-6,217198
3647,200074.-6,356474
3649,063743.-6,328719
3650,927412.-5,928356
3652,791080.-5,367663
3654,654749.-4,956382
3656,518418.-4,648739
3658,382087.-4,221120
3660,245756.-3,847338
3662,109425.-3,806071
3663,973094.-3,597325
3665,836763.-3,129927
3667,700432.-3,192582
3669,564101.-3,238509
3671,427770.-2,725433
3673,291439.-2,411316
3675,155107.-2,280889
3677,018776.-1,613207
3678,882445.-1,249129
3680,746114.-1,343177
3682,609783.-1,103099
3684,473452.-0,839064
3686,337121.-0,963496
3688,200790.-0,966321
3690,064459.-0,819202
3691,928128.-0,515755
3693,791797.-0,071795
3695,655466.-0,087792
3697,519135.-0,308319
3699,382803.-0,133067
3701,246472.0,139471
3703,110141.-0,035169
3704,973810.-0,063990
3706,837479.0,205232
3708,701148.0,291696
3710,564817.0,179592
3712,428486.0,161543
3714,292155.0,290967
3716,155824.0,249543
3718,019493.0,099477
3719,883162.0,192144
3721,746830.0,276468
3723,610499.0,437480
3725,474168.0,440203
3727,337837.0,457910
3729,201506.0,615334
3731,065175.0,339983
3732,928844.0,312754
3734,792513.0,107612
3736,656182.0,238897
3738,519851.0,643963
3740,383520.0,605889
3742,247189.0,541163
3744,110857.0,589035
3745,974526.0,821783
3747,838195.0,766127
3749,701864.0,473765
3751,565533.0,467863
3753,429202.0,659082
3755,292871.0,564069
3757,156540.0,554630
3759,020209.0,710246
3760,883878.0,716960
3762,747547.0,920583
3764,611216.0,814909
3766,474885.0,584357
3768,338553.0,354895
3770,202222.0,383412
3772,065891.0,527554
3773,929560.0,605410
3775,793229.0,612363
3777,656898.0,557907
3779,520567.0,406803
3781,384236.0,715604
3783,247905.0,792487
3785,111574.0,684397
3786,975243.0,738123
3788,838912.0,721661
3790,702580.0,667876
3792,566249.0,773250
3794,429918.0,751188
3796,293587.0,640345
3798,157256.0,488855
3800,020925.0,367967
3801,884594.0,602372
3803,748263.0,963018
3805,611932.0,737792
3807,475601.0,452636
3809,339270.0,484293
3811,202939.0,732559
3813,066607.0,609389
3814,930276.0,390107
3816,793945.0,583123
3818,657614.0,813715
3820,521283.0,711057
3822,384952.0,734307
3824,248621.0,731591
3826,112290.0,881265
3827,975959.0,834004
3829,839628.0,603340
3831,703297.0,675956
3833,566966.0,853961
3835,430634.0,581868
3837,294303.0,544186
3839,157972.0,747601
3841,021641.0,720559
3842,885310.0,691411
3844,748979.0,756301
3846,612648.0,572896
3848,476317.0,456946
3850,339986.0,370184
3852,203655.0,348855
3854,067324.0,521760
3855,930993.1,127927
3857,794662.1,059265
3859,658330.0,831674
3861,521999.0,677248
3863,385668.0,596760
3865,249337.0,481466
3867,113006.0,652131
3868,976675.0,468035
3870,840344.0,329022
3872,704013.0,521617
3874,567682.0,788804
3876,431351.0,845926
3878,295020.0,484555
3880,158689.0,317017
3882,022357.0,620289
3883,886026.0,724541
3885,749695.0,658463
3887,613364.0,697646
3889,477033.0,648153
3891,340702.0,522260
3893,204371.0,641118
3895,068040.0,578191
3896,931709.0,535188
3898,795378.0,381049
3900,659047.0,401615
3902,522716.0,645549
3904,386384.0,711333
3906,250053.0,675036
3908,113722.0,827189
3909,977391.0,833476
3911,841060.0,787362
3913,704729.0,810243
3915,568398.0,720821
3917,432067.0,591772
3919,295736.0,662002
3921,159405.0,541762
3923,023074.0,543851
3924,886743.0,643703
3926,750412.0,703527
3928,614080.0,637969
3930,477749.0,623813
3932,341418.0,651004
3934,205087.0,828176
3936,068756.0,881875
3937,932425.0,797856
3939,796094.0,596834
3941,659763.0,477712
3943,523432.0,497851
3945,387101.0,550021
3947,250770.0,610192
3949,114439.0,818865
3950,978107.0,814617
3952,841776.0,690978
3954,705445.0,606802
3956,569114.0,629853
3958,432783.0,616213
3960,296452.0,668553
3962,160121.0,763038
3964,023790.0,859138
3965,887459.0,794041
3967,751128.0,860352
3969,614797.0,835372
3971,478466.0,587167
3973,342134.0,462064
3975,205803.0,516658
3977,069472.0,510717
3978,933141.0,545520
3980,796810.0,621067
3982,660479.0,692890
3984,524148.0,622164
3986,387817.0,579733
3988,251486.0,539841
3990,115155.0,534522
3991,978824.0,625264
3993,842493.0,828920
3995,706161.0,798979
3997,569830.0,771767
3999,433499.0,814232
