XLabel.Wavenumber
YLabel.%Transmittance
FileType.%Transmittance
DisplayDirection.20300
PeakDirection.20311
1897,214959.0,630103
1899,078628.1,060077
1900,942297.0,916517
1902,805966.0,755257
1904,669635.1,304927
1906,533304.1,778545
1908,396973.1,361957
1910,260642.1,322056
1912,124310.1,736138
1913,987979.1,851631
1915,851648.1,799597
1917,715317.1,321932
1919,578986.1,033847
1921,442655.1,451311
1923,306324.1,726077
1925,169993.1,449013
1927,033662.1,588739
1928,897331.1,863376
1930,761000.1,605898
1932,624669.1,662715
1934,488338.1,742966
1936,352006.1,568373
1938,215675.1,794676
1940,079344.2,248950
1941,943013.2,487775
1943,806682.2,009025
1945,670351.1,779000
1947,534020.2,517666
1949,397689.2,536583
1951,261358.1,855490
1953,125027.2,385225
1954,988696.2,993847
1956,852365.2,336887
1958,716033.2,803624
1960,579702.3,507101
1962,443371.3,373670
1964,307040.4,116744
1966,170709.4,650720
1968,034378.4,564167
1969,898047.4,300758
1971,761716.4,625880
1973,625385.5,456612
1975,489054.5,667044
1977,352723.7,285270
1979,216392.7,003420
1981,080060.6,031018
1982,943729.5,863958
1984,807398.5,997326
1986,671067.5,198259
1988,534736.3,826264
1990,398405.3,411489
1992,262074.3,681783
1994,125743.4,228395
1995,989412.4,251604
1997,853081.3,478134
1999,716750.3,865121
2001,580419.4,601520
2003,444088.4,680342
2005,307756.4,151450
2007,171425.5,439044
2009,035094.5,977317
2010,898763.5,590475
2012,762432.4,901267
2014,626101.3,558441
2016,489770.4,877953
2018,353439.5,822770
2020,217108.5,422777
2022,080777.6,011995
2023,944446.5,539160
2025,808115.6,511562
2027,671783.8,036473
2029,535452.7,258624
2031,399121.6,432763
2033,262790.6,574422
2035,126459.6,347570
2036,990128.5,317043
2038,853797.4,466391
2040,717466.4,581439
2042,581135.4,970030
2044,444804.5,317287
2046,308473.4,638295
2048,172142.3,945905
2050,035810.4,505799
2051,899479.4,570071
2053,763148.4,788071
2055,626817.4,959293
2057,490486.3,982551
2059,354155.2,959483
2061,217824.3,272317
2063,081493.3,415274
2064,945162.2,712392
2066,808831.2,028973
2068,672500.1,455678
2070,536169.1,340947
2072,399837.1,708977
2074,263506.2,539521
2076,127175.2,584814
2077,990844.1,982154
2079,854513.2,239725
2081,718182.2,561914
2083,581851.2,032343
2085,445520.1,763237
2087,309189.2,137019
2089,172858.1,701275
2091,036527.1,612733
2092,900196.1,929529
2094,763865.2,056067
2096,627533.2,223750
2098,491202.2,150137
2100,354871.1,632389
2102,218540.1,822104
2104,082209.2,382755
2105,945878.1,839300
2107,809547.1,317712
2109,673216.1,581652
2111,536885.2,133063
2113,400554.1,920294
2115,264223.1,050348
2117,127892.1,219024
2118,991560.2,300414
2120,855229.2,108656
2122,718898.1,436888
2124,582567.1,588000
2126,446236.2,151846
2128,309905.2,687069
2130,173574.2,482500
2132,037243.1,988892
2133,900912.2,495363
2135,764581.2,908029
2137,628250.3,296412
2139,491919.4,523612
2141,355587.4,518520
2143,219256.3,911406
2145,082925.4,010867
2146,946594.4,368860
2148,810263.4,907582
2150,673932.5,228918
2152,537601.5,595047
2154,401270.6,325726
2156,264939.7,684445
2158,128608.10,075531
2159,992277.9,909973
2161,855946.7,892377
2163,719615.8,282411
2165,583283.8,969248
2167,446952.7,798990
2169,310621.6,509066
2171,174290.6,519232
2173,037959.7,087343
2174,901628.7,429432
2176,765297.6,716670
2178,628966.6,263599
2180,492635.5,967729
2182,356304.4,788977
2184,219973.4,647022
2186,083642.5,877918
2187,947310.5,912566
2189,810979.5,028505
2191,674648.4,909720
2193,538317.5,145785
2195,401986.4,629440
2197,265655.3,921837
2199,129324.4,261275
2200,992993.4,932154
2202,856662.5,055089
2204,720331.4,815993
2206,584000.4,401846
2208,447669.3,972561
2210,311337.3,937629
2212,175006.3,484306
2214,038675.3,774058
2215,902344.4,640612
2217,766013.4,513308
2219,629682.4,640216
2221,493351.4,787314
2223,357020.4,240650
2225,220689.3,647371
2227,084358.3,284240
2228,948027.3,490121
2230,811696.3,391014
2232,675364.2,705488
2234,539033.2,767853
2236,402702.3,153855
2238,266371.2,849067
2240,130040.2,520082
2241,993709.2,660694
2243,857378.3,384553
2245,721047.3,651338
2247,584716.2,961535
2249,448385.2,613961
2251,312054.2,784047
2253,175723.2,747270
2255,039392.2,692390
2256,903060.2,662224
2258,766729.2,375412
2260,630398.2,135748
2262,494067.2,216976
2264,357736.2,313140
2266,221405.2,553405
2268,085074.2,410238
2269,948743.2,089582
2271,812412.2,248330
2273,676081.2,172024
2275,539750.1,949245
2277,403419.1,959064
2279,267087.1,985437
2281,130756.2,048794
2282,994425.1,763348
2284,858094.1,383158
2286,721763.1,360834
2288,585432.1,617788
2290,449101.1,660596
2292,312770.1,324984
2294,176439.1,250585
2296,040108.1,342809
2297,903777.1,373678
2299,767446.1,280733
2301,631114.0,962834
2303,494783.0,831633
2305,358452.0,982441
2307,222121.1,216447
2309,085790.1,236036
2310,949459.1,260161
2312,813128.1,238473
2314,676797.1,073646
2316,540466.0,977144
2318,404135.1,013309
2320,267804.1,137635
2322,131473.1,155614
2323,995142.1,102267
2325,858810.1,169502
2327,722479.1,136284
2329,586148.0,855355
2331,449817.0,714207
2333,313486.0,897782
2335,177155.1,195872
2337,040824.1,230157
2338,904493.1,139291
2340,768162.1,251788
2342,631831.1,284135
2344,495500.1,222716
2346,359169.1,221792
2348,222837.1,287355
2350,086506.1,186833
2351,950175.1,041624
2353,813844.1,232134
2355,677513.1,451410
2357,541182.1,397732
2359,404851.1,303699
2361,268520.1,397236
2363,132189.1,490659
2364,995858.1,576178
2366,859527.1,781544
2368,723196.1,605653
2370,586864.1,252547
2372,450533.1,142406
2374,314202.1,266014
2376,177871.1,251177
2378,041540.1,106105
2379,905209.1,002599
2381,768878.1,093172
2383,632547.1,070451
2385,496216.0,920865
2387,359885.0,804842
2389,223554.0,769456
2391,087223.0,797786
2392,950891.0,739737
2394,814560.0,763839
2396,678229.0,820616
2398,541898.0,745163
2400,405567.0,913136
2402,269236.1,000124
2404,132905.0,929183
2405,996574.0,907393
2407,860243.0,851249
2409,723912.0,931030
2411,587581.0,944740
2413,451250.0,988224
2415,314919.1,042940
2417,178587.0,843456
2419,042256.0,714793
2420,905925.0,897814
2422,769594.1,012135
2424,633263.0,924558
2426,496932.0,901152
2428,360601.0,917847
2430,224270.1,053309
2432,087939.1,106826
2433,951608.1,024232
2435,815277.0,868192
2437,678946.0,738863
2439,542614.0,646689
2441,406283.0,660933
2443,269952.0,746923
2445,133621.0,750895
2446,997290.0,661916
2448,860959.0,643963
2450,724628.0,776671
2452,588297.0,729291
2454,451966.0,561002
2456,315635.0,641959
2458,179304.0,645319
2460,042973.0,553599
2461,906641.0,487948
2463,770310.0,328611
2465,633979.0,463236
2467,497648.0,649843
2469,361317.0,349586
2471,224986.0,294977
2473,088655.0,448051
2474,952324.0,347159
2476,815993.0,114156
2478,679662.0,053105
2480,543331.-0,062174
2482,407000.-0,108836
2484,270669.-0,036537
2486,134337.-0,004998
2487,998006.0,072691
2489,861675.0,203745
2491,725344.0,111714
2493,589013.-0,174095
2495,452682.-0,283846
2497,316351.-0,556785
2499,180020.-0,729678
2501,043689.-0,436899
2502,907358.-0,496762
2504,771027.-0,430684
2506,634696.-0,380118
2508,498364.-0,444151
2510,362033.-0,394780
2512,225702.-0,392487
2514,089371.-0,475506
2515,953040.-0,232043
2517,816709.-0,124636
2519,680378.-0,311194
2521,544047.-0,335137
2523,407716.-0,405041
2525,271385.-0,738650
2527,135054.-0,940388
2528,998723.-0,943603
2530,862391.-0,898945
2532,726060.-0,969018
2534,589729.-0,809594
2536,453398.-0,659811
2538,317067.-0,954414
2540,180736.-1,144482
2542,044405.-1,115093
2543,908074.-0,968921
2545,771743.-1,210741
2547,635412.-1,440152
2549,499081.-1,253111
2551,362750.-1,035990
2553,226418.-1,103920
2555,090087.-1,394568
2556,953756.-1,446889
2558,817425.-1,155457
2560,681094.-1,101785
2562,544763.-1,336293
2564,408432.-1,448706
2566,272101.-1,442450
2568,135770.-1,438694
2569,999439.-1,275217
2571,863108.-1,198347
2573,726777.-1,404998
2575,590446.-1,669117
2577,454114.-1,719922
2579,317783.-1,745797
2581,181452.-1,894614
2583,045121.-2,046197
2584,908790.-1,915810
2586,772459.-1,906746
2588,636128.-2,104545
2590,499797.-2,123080
2592,363466.-2,315486
2594,227135.-2,459776
2596,090804.-2,322316
2597,954473.-2,156478
2599,818141.-2,214930
2601,681810.-2,421819
2603,545479.-2,417807
2605,409148.-2,521973
2607,272817.-2,676050
2609,136486.-2,538192
2611,000155.-2,552997
2612,863824.-2,741176
2614,727493.-2,764909
2616,591162.-2,888176
2618,454831.-2,937731
2620,318500.-2,913602
2622,182168.-2,952832
2624,045837.-2,898741
2625,909506.-2,636909
2627,773175.-2,594689
2629,636844.-2,977313
2631,500513.-3,192032
2633,364182.-3,065914
2635,227851.-3,053629
2637,091520.-3,087407
2638,955189.-3,008722
2640,818858.-3,152558
2642,682527.-3,136765
2644,546196.-3,030087
2646,409864.-3,099748
2648,273533.-3,219677
2650,137202.-3,168424
2652,000871.-3,181255
2653,864540.-3,292285
2655,728209.-3,198781
2657,591878.-3,174733
2659,455547.-3,299460
2661,319216.-3,440272
2663,182885.-3,566854
2665,046554.-3,546895
2666,910223.-3,377006
2668,773891.-3,397946
2670,637560.-3,513597
2672,501229.-3,562144
2674,364898.-3,620082
2676,228567.-3,616184
2678,092236.-3,504518
2679,955905.-3,501736
2681,819574.-3,670916
2683,683243.-3,711493
2685,546912.-3,684384
2687,410581.-3,699830
2689,274250.-3,704738
2691,137918.-3,639889
2693,001587.-3,711721
2694,865256.-3,685883
2696,728925.-3,736822
2698,592594.-3,939836
2700,456263.-4,029212
2702,319932.-3,956069
2704,183601.-3,870123
2706,047270.-3,813760
2707,910939.-3,829523
2709,774608.-3,934112
2711,638277.-3,915992
2713,501945.-3,861540
2715,365614.-3,974858
2717,229283.-4,094279
2719,092952.-4,096311
2720,956621.-4,128161
2722,820290.-4,197742
2724,683959.-4,281999
2726,547628.-4,361327
2728,411297.-4,348297
2730,274966.-4,276803
2732,138635.-4,412031
2734,002304.-4,517677
2735,865973.-4,413562
2737,729641.-4,338197
2739,593310.-4,461378
2741,456979.-4,528036
2743,320648.-4,509214
2745,184317.-4,627603
2747,047986.-4,687044
2748,911655.-4,812114
2750,775324.-4,854237
2752,638993.-4,786778
2754,502662.-4,703314
2756,366331.-4,751221
2758,230000.-4,728199
2760,093668.-4,714844
2761,957337.-4,756947
2763,821006.-4,873762
2765,684675.-5,059933
2767,548344.-4,999168
2769,412013.-4,851122
2771,275682.-4,967978
2773,139351.-5,092589
2775,003020.-5,155106
2776,866689.-5,185809
2778,730358.-5,108649
2780,594027.-5,081014
2782,457695.-5,202223
2784,321364.-5,267098
2786,185033.-5,257450
2788,048702.-5,250757
2789,912371.-5,400878
2791,776040.-5,686189
2793,639709.-5,753293
2795,503378.-5,702755
2797,367047.-5,660072
2799,230716.-5,696148
2801,094385.-5,898292
2802,958054.-6,095723
2804,821723.-6,029386
2806,685391.-5,893143
2808,549060.-6,045682
2810,412729.-6,253716
2812,276398.-6,452178
2814,140067.-6,585032
2816,003736.-6,684676
2817,867405.-6,779934
2819,731074.-6,779673
2821,594743.-6,887441
2823,458412.-7,140513
2825,322081.-7,279428
2827,185750.-7,277953
2829,049418.-7,474980
2830,913087.-7,757104
2832,776756.-7,881895
2834,640425.-8,030808
2836,504094.-8,301808
2838,367763.-8,700789
2840,231432.-8,951674
2842,095101.-9,077768
2843,958770.-9,288756
2845,822439.-9,389218
2847,686108.-9,450765
2849,549777.-9,468497
2851,413445.-9,496281
2853,277114.-9,606649
2855,140783.-9,744573
2857,004452.-9,966368
2858,868121.-10,160149
2860,731790.-10,295359
2862,595459.-10,554371
2864,459128.-10,740132
2866,322797.-10,845577
